description,image_urls,images,misc,ranking,rating,season,title
The last scene of the 10 Years Special DVD BOX released in Japan in 2007. Follows the manga's ending.,https://cdn.myanimelist.net/images/anime/4/25808.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/4/25808.jpg', 'path': 'full/873c60852814713c2c4586f6e232e8999c39c114.jpg', 'checksum': '5894a9eabb682bfdc2f6447ca5bd0c88', 'status': 'downloaded'}]",Historical;Romance,#966,7.74,,Rurouni Kenshin DVD-BOX Special Ending
"Ranma Saotome continues his search for a way to become a normal teenage boy again. He gets into many hilarious situations involving the many girls in his life. One of the biggest challenges is overcoming the proposals from others who have found a suitable bride for Ranma. But he has his own worries and must muster up the best of his wits and martial arts to keep his sanity. It's not easy being desired by so many women (and men) and not breaking hearts of a few along the way. He just might be able to find it in his heart to confess to Akane or simply find another excuse that he can't marry such a tomboy girl. ,
,
(Source: ANN)",https://cdn.myanimelist.net/images/anime/12/63459.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/12/63459.jpg', 'path': 'full/598c98af37b6356a4a9b781cc022c2e3e2c9cd59.jpg', 'checksum': '8b8da67800881a2b5f552ea71bb23413', 'status': 'downloaded'}]",Comedy;Martial Arts;Romance;Shounen,#965,7.74,,Ranma ½ OVA
"Shinya Kougami continues to wander the Southeast Asian Union (SEAUn) away from the eyes of the Sibyl System in Japan. While travelling through the Tibet-Himalayan Alliance Kingdom, Kougami encounters Guillermo Garcia—commander of a paramilitary group attempting to unite the local factions and bring peace to the war-torn nation. Wary of joining another mercenary group, Kougami declines to join his cause, but agrees to be driven to the nearby Tibetan capital by one of Garcia’s men.,
,
However, Kougami's plan to remain uninvolved is short-lived when a bus of refugees are ambushed by armed guerrillas. Among them is a half-Japanese, half-Tibetan girl named Tenzing Wangchuck. Impressed with Kougami's fighting prowess as he single-handedly takes the attackers out, Wangchuck requests him to teach her how to fight so she can take revenge against the warlord who murdered her family. ,
,
Knowing first-hand that there's no turning back to the person you were once you take a human life, Kougami is initially reluctant to accept her request. But faced with the girl's desire for vengeance that mirrors the haunting abyss inside his own heart, will he train her?,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1819/97220.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1819/97220.jpg', 'path': 'full/b53a649e4fdd881820c85971b808c987304708ca.jpg', 'checksum': 'dd069be548d344ddc8c511ea8ab5f844', 'status': 'downloaded'}]",Action;Sci-Fi;Police;Psychological,#964,7.74,,Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿
"Pokémon are marvelous creatures that come in a variety of types and sizes, with abilities, powers, and personalities as diverse as they are numerous. Doctor Yukinari Ookido has dedicated his life to studying these fascinating beings, that can be caught, trained, traded, and battled against each other. There's only so much he can do from his lab though. With this in mind, Ookido entrusts two young boys with a Pokémon of their own and a computerized encyclopedia to catalog them. One of them, Green, is brash, passionate, slightly arrogant, and Doctor Ookido's own nephew. The other boy, Red, is equally passionate, and filled with a wide-eyed, mildly naive sense of wonder.,
,
, follows Red in his journey through the region of Kanto in his attempt to complete his ""Pokédex"" by capturing and cataloging all the Pokémon that exist. Along the way he'll discover there's more to himself and his goals than he originally thought. Red will have to put both himself and his Pokémon to the test in special Gyms whose leaders are steps along the way to the Pokémon League, in order to challenge the Elite Four and become a Pokémon League Champion.,
,
Aside from his goals to become a Champion, Red has other problems brewing. There are others who capture and train Pokémon for more sinister reasons, with the infamous criminal organization Team Rocket being one of them. If Red can defeat them, fellow trainers, his rival Green, and wild Pokémon all through Kanto, he just may fulfill his own dream, and Doctor Ookido's as well.",https://cdn.myanimelist.net/images/anime/7/53701.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/7/53701.jpg', 'path': 'full/5eab6bb2fc0c39daca2b156dd90ab4d20ffbf246.jpg', 'checksum': 'e967283fe02cc558259e9a1e430dc940', 'status': 'downloaded'}]",Action;Adventure;Comedy;Fantasy;Kids,#963,7.74,,Pokemon: The Origin
"It's her first day at a new school, and the cheerful Hana Nono is ready to make a fresh start, dreaming of becoming mature and reliable—a far cry from her usual childish self. Although she makes a disastrous first impression, Hana soon befriends two of her classmates: the gentle and studious class representative Saaya Yakushiji, and a cool and mysterious girl Homare Kagayaki.,
,
That night, a magical baby falls from the sky right onto Hana's balcony. She is immediately smitten with her and names her Hug-tan. Alongside Hug-tan is a snarky talking hamster, Hariham Harry, who mutters that Hana ""isn't the one"" before vanishing with the baby.,
,
The next day, Hana believes the encounter to be a dream, until people all over the city begin collapsing and a giant monster appears, feeding on their energy. As Hana escapes, she spots Hug-tan and Harry under attack. Making a stand to protect them, she and Hug-tan suddenly both glow with energy and a heart-shaped gem forms.,
,
With the crystal's power, Hana transforms into a hero called ""Cure Yell"" and defeats the monster. Surprised at Hana's power, Harry explains that he and Hug-tan came from a future frozen in time by the Criasu Corporation, the same organization that created the monster. Only the Future Crystals, manifestations of one's hopes and dreams, and the Precure they create have a chance at defeating Criasu and saving the future!,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1220/92883.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1220/92883.jpg', 'path': 'full/bfbc7239c48b08e1066a760bcee981c8d0e275c2.jpg', 'checksum': '8960855e9411ea99a63be901351e0550', 'status': 'downloaded'}]",Action;Magic;Fantasy;Shoujo,#960,7.74,Winter 2018,Hug tto! Precure
"Hiyori Iki is excited to start high school alongside her two middle school friends, but ""Delivery God"" Yato seems to have other plans for the day. Will Hiyori be able to make a good impression on her first day? Or will Yato cost her a happy high school life?,
,
On another day, Hiyori decides to take advantage of the beautiful weather and invites a number of people to gaze at the cherry blossoms, including the fearsome combat god, Bishamon. But how long will their blissful day last when Yato and his old rival Bishamon start to drink together? ,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/7/77177.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/7/77177.jpg', 'path': 'full/139708c8ef0ddcf8a70451467526fc6c37bc84c0.jpg', 'checksum': '369b7ecf33fb0dac397f418d17b6c560', 'status': 'downloaded'}]",Action;Adventure;Comedy;Supernatural;Shounen,#962,7.74,,Noragami OVA
"Third of three compilation films of the , franchise.,
,
Rakuzan and Shutoku face off in the semi finals at the Winter Cup. Despite struggling with Akashi's Emperor Eye that sees through everything, Midorima and Takao fight back with their consecutive plays, and the whole Shutoku team bites back at Rakuzan. However, it doesn't take long before Akashi crushes all of their hopes. It is decided that the finals will be fought between Seirin and Rakuzan. Kagami immediately enters the Zone as soon as the match starts, but it is no match for Akashi. Facing an extreme difference in ability against Rakuzan, Seirin loses their hope a number of times during the match. However, Kuroko doesn't give up, and continues to strongly fight against Akashi.,
,
(Source: Crunchyroll)",https://cdn.myanimelist.net/images/anime/7/80729.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/7/80729.jpg', 'path': 'full/2da8ab65caf7950610a1243bc4d9a34ba857743a.jpg', 'checksum': '59077b3c313907bc6c062c2cace5f13a', 'status': 'downloaded'}]",Comedy;Sports;Shounen,#961,7.74,,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou
Specials bundled with the Blu-ray/DVDs.,https://cdn.myanimelist.net/images/anime/9/66871.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/9/66871.jpg', 'path': 'full/c6768f0f6ca1d6a44bbadf633625fd0858b4e8fe.jpg', 'checksum': 'a6e7e9a3fbe10d9d6fb1402ad77947ec', 'status': 'downloaded'}]",Comedy;Romance;School,#957,7.74,,Gekkan Shoujo Nozaki-kun Specials
"Two years ago, the world was changed forever. The young Cloud Strife and his band of friends may have defeated Sephiroth and thwarted his plan to crash a giant meteor into the Earth, but this victory was not without great cost. The highly populated city of Midgar was nearly ripped apart in the conflict. Fortunately, many of the city's citizens were able to evacuate to safety, and in the years afterward have formed a new home called Edge.,
,
, revolves around Cloud and Tifa as they try to make new lives for themselves, as well as for those around them, in this new city. Together they run a courier service, and tend to their mutual friend Barret’s adopted daughter Marlene and a young orphan by the name of Denzel. Denzel, Cloud, and scores of children are suffering from a mysterious new illness called ""Geostigma."",
,
The children of the city have one other threat looming over their heads—a trio of powerful men are kidnapping infected kids for unknown reasons. Cloud is determined to save these young ones, not only from Geostigma, but from the kidnappers as well. He has no idea, however, that these men share a link to his old enemy, Sephiroth, and Cloud’s quest to vanquish them will bring him back into conflict with the demons of his past. If there is any hope in conquering these threats, it lays within the bonds of friendship between Cloud and his allies who saved the world once, and now must do so again.",https://cdn.myanimelist.net/images/anime/1/317.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1/317.jpg', 'path': 'full/0f77b79fb9da0b9fc9e0419bc63cdf481af8757a.jpg', 'checksum': 'b712593338bfd66d6f86cb8d0501b632', 'status': 'downloaded'}]",Action;Super Power;Fantasy,#956,7.74,,Final Fantasy VII: Advent Children
"Special episodes of ,.",https://cdn.myanimelist.net/images/anime/13/17727.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/13/17727.jpg', 'path': 'full/c6330137b308936304b4d314eb47d7385258b783.jpg', 'checksum': '010852bbd7287576bbeceec6fb66cfe8', 'status': 'downloaded'}]",Slice of Life;Comedy;School;Seinen,#959,7.74,,Hidamari Sketch x 365 Specials
"Everybody has had that stage in their life where they have thought themselves to be special, different from the masses of ordinary humans. They might go as far as seeing themselves capable of wielding mystical powers, or maybe even believe themselves to have descended from a fantasy realm. This ""disease"" is known as ""chuunibyou"" and is often the source of some of the most embarrassing moments of a person's life.,
,
For Yuuta Togashi, the scars that his chuunibyou has left behind are still fresh. Having posed as the ""Dark Flame Master"" during his middle school years, he looks back at those times with extreme embarrassment, so much so that he decides to attend a high school far away where nobody will recognize him. Putting his dark history behind him, he longs to live a normal high school life.,
,
Unfortunately, he hasn't escaped his past yet: enter Rikka Takanashi, Yuuta's new classmate and self-declared vessel of the ""Wicked Eye."" As this eccentric young girl crashes into Yuuta's life, his dream of an ordinary, chuunibyou-free life quickly crumbles away. In this hilarious and heartwarming story of a boy who just wants to leave his embarrassing memories behind, the delusions of old are far from a thing of the past.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/12/46931.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/12/46931.jpg', 'path': 'full/159d25f6d59ccff479bec8004481b46d34978637.jpg', 'checksum': 'b29d6f8994fe53d000259df111928a95', 'status': 'downloaded'}]",Slice of Life;Comedy;Drama;Romance;School,#954,7.74,Fall 2012,Chuunibyou demo Koi ga Shitai!
"Subaru Mikazuki is a 23-year-old mystery novel author, major introvert, and an awkwardly shy person. He would much rather stay home to read a book than go outside and interact with others. Further exacerbating this life of solitude, his parents tragically died in an accident many years ago, leaving him alone in the world. ,
,
One day, while giving offerings at his parents' grave, Subaru runs into a small grey and white cat named Haru, which he ends up taking home with him. Subaru, however, has never taken care of anyone else in his life—can he even take care of a cat? Haru is grateful toward Subaru, as he gives her all the food she wants—a luxury for a cat who is used to a rough life on the streets. But she notices that Subaru can't even seem to take care of himself! Will she be okay with this dunce? ,
,
, tells the story of an unlikely friendship between a human and a cat who try to foster an understanding with each other.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1251/99191.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1251/99191.jpg', 'path': 'full/098617930926a5af7ede99405f1f02728735fa26.jpg', 'checksum': '0738ab3fede55e0b551433a8b8a05554', 'status': 'downloaded'}]",Slice of Life;Comedy,#955,7.74,Winter 2019,"Doukyonin wa Hiza, Tokidoki, Atama no Ue."
Second part of two Hakuouki movies.,https://cdn.myanimelist.net/images/anime/12/71796.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/12/71796.jpg', 'path': 'full/9f5d569f257de1cf17155884aae6626372fbcb45.jpg', 'checksum': '7fc7a9f27f38a0e11d989a2176140159', 'status': 'downloaded'}]",Action;Historical;Supernatural;Drama;Samurai;Josei,#958,7.74,,Hakuouki Movie 2: Shikon Soukyuu
"Unaired episode included with the 7th volume of the BD/DVD release of ,.",https://cdn.myanimelist.net/images/anime/5/88486.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/5/88486.jpg', 'path': 'full/b87d910bbe5f973b7c408aa8697fa25c99a77dac.jpg', 'checksum': 'd25baed7d21743361184d86b00473dbf', 'status': 'downloaded'}]",Slice of Life;Comedy;Fantasy,#946,7.75,,"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai"
"Just when you thought things couldn't get any weirder by the banks of the mighty Arakawa, they go ahead and get weirder by a whole lot.,
,
Rec, Nino, and the rest of the riverside residents return, and with the addition of another batch of nutty citizens, the insanity gets turned up to eleven...thousand. Now Rec has to deal with a sci-fi loving comic nerd who's convinced he's a captain in the Earth Defense Force, and the less said about the Amazon woman living upstream with her demonic ""female"" Amazon followers, the better.,
,
On top of that, Rec struggles with the pressing issues of romantic expression, media obsession, weight loss, weight gain, beach parties, haunted houses, interplanetary travel, and the ever-present threat of global thermonuclear war! So jump on, strap in, and prepare for a non-stop romp through Crazytown!,
,
(Source: NIS America)",https://cdn.myanimelist.net/images/anime/12/59199.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/12/59199.jpg', 'path': 'full/cb341353a2b77567bb34f05848d1d7cd59db058a.jpg', 'checksum': '62018069e2c0d08de195bf7fcdb95603', 'status': 'downloaded'}]",Comedy;Romance;Seinen,#953,7.74,Fall 2010,Arakawa Under the Bridge x Bridge
"In the year After Colony 196, one year after the conclusion of the intergalactic civil war, a state of stasis prevails over the Earth and its colonies. Seeing no further use for their Gundam mobile suits, war heroes Duo Maxwell, Heero Yuy, Trowa Barton, and Quatre Raberba Winner decide to destroy these weapons by launching them into the sun's surface. ,
,
Before the Gundam reach their destination, the universal peace is shattered by the emergence of Mariemaia Khushrenada—the only child of the former tyrannical aristocrat Treize. Mariemaia abducts diplomat Relena Peacecraft and announces plans to launch ""Operation Meteor,"" with the intention of posthumously fulfilling Treize's world domination plot.,
,
With the help of former enemy Zechs Marquise and his mobile suit Tallgeese, the heroic pilots must reacquire their mobile suits to wage one final battle against the Khushrenada dynasty, including fighting against their former ally Wufei Chang, now aligning himself with Mariemaia's ambitions.,
,
[Written by MAL Rewrite],
",https://cdn.myanimelist.net/images/anime/1061/97444.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1061/97444.jpg', 'path': 'full/3b5cd235dce51341c0bacbe42d09d8f0227d314b.jpg', 'checksum': '3b1d676d0a6bb6a4efa95df3c5cca65d', 'status': 'downloaded'}]",Action;Drama;Mecha;Military;Sci-Fi;Space,#952,7.75,,Mobile Suit Gundam Wing: Endless Waltz
"Taichi Keaton is a man of many talents: father, historian, frequent traveler, negotiator, archaeologist, former survival instructor, and all while working as an insurance investigator for Lloyd's of London. While his methods may seem a bit unorthodox, he gets the job done when needed, but not without a little something to learn or teach in the process. Through all of his adventures, some people call him a quack. Those who know him well call him a master of life...  ,
,
(Source: ANN)",https://cdn.myanimelist.net/images/anime/9/14522.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/9/14522.jpg', 'path': 'full/9afcc0c612608c9a24143ffb537a4c15c38be380.jpg', 'checksum': '1f05110174f2ec35d7ff4c940739a55f', 'status': 'downloaded'}]",Adventure;Drama;Historical;Mystery;Seinen;Slice of Life,#951,7.75,,Master Keaton OVA
" follows the daily lives of four cute high school girls—Konata Izumi, the lazy otaku; the Hiiragi twins, Tsukasa and Kagami (sugar and spice, respectively); and the smart and well-mannered Miyuki Takara.,
,
As they go about their lives at school and beyond, they develop their eccentric and lively friendship and making humorous observations about the world around them. Be it Japanese tradition, the intricacies of otaku culture, academics, or the correct way of preparing and eating various foods—no subject is safe from their musings.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1561/115660.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1561/115660.jpg', 'path': 'full/86f6be6ea0f5aff28c1a6565717e8f313a07716b.jpg', 'checksum': '7720512da6cc369de3a5fd68a6677113', 'status': 'downloaded'}]",Slice of Life;Comedy;Parody;School,#950,7.75,Spring 2007,Lucky☆Star
"Kenji Kamiyama and Production I.G's Ghost in the Shell: Stand Alone Complex: Solid State Society movie will be converted into stereoscopic 3D. Kamiyama himself is overseeing the conversion, and I.G will also add a newly animated opening sequence.",https://cdn.myanimelist.net/images/anime/4/29259.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/4/29259.jpg', 'path': 'full/08192ac90fcb11c52afc561e0cad3a6bd4a43ae5.jpg', 'checksum': '036a9783f738b8772a0cb82a429e92e9', 'status': 'downloaded'}]",Military;Sci-Fi;Mystery;Police;Mecha;Seinen,#948,7.75,,Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D
"Ryoutsu, being an underpaid policeman, is always coming up with underhanded schemes in order to make a quick buck. But in the end, his plans (which are ridiculous to begin with) always go wrong and land him in big trouble with the chief.",https://cdn.myanimelist.net/images/anime/5/21196.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/5/21196.jpg', 'path': 'full/aaa51fd388338dffb9c81e7d9bb7be06992944d5.jpg', 'checksum': 'daba156bbfaaf31614fcff34e58c8cd2', 'status': 'downloaded'}]",Slice of Life;Comedy;Police,#947,7.75,Summer 1996,Kochira Katsushikaku Kameari Kouenmae Hashutsujo
"Animated bloopers, based on the extra section of the original manga, included with the BD/DVD release of ,.",https://cdn.myanimelist.net/images/anime/9/86001.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/9/86001.jpg', 'path': 'full/698d15b552309743186b622220bcb18d8f927973.jpg', 'checksum': 'debd7d93b6a798b3475755906e4a8f2a', 'status': 'downloaded'}]",Comedy;Sports;Shounen,#949,7.75,,Kuroko no Basket: Last Game NG-shuu
"After his confrontation in the Nether with his younger brother Shou, Shinra Kusakabe's resolve to become a hero that saves lives from the flame terror strengthens. Finding a way to turn the Infernals back into people, unraveling the mystery of the Evangelist and Adolla Burst, and saving his mother and Shou—these are the goals Shinra has in mind. However, he has come to realize that attaining these goals will not be easy, especially with the imminent danger the Evangelist poses.,
,
The Evangelist's plan is clear: to gather the eight pillars—the individuals who possess Adolla Burst—and sacrifice them to recreate the Great Cataclysm from 250 years ago. Having been revealed by the First Pillar that the birth of a new pillar is approaching, Shinra is determined to protect his fellow pillars from the Evangelist. Thus, the fiery battle between the Special Fire Force and the Evangelist ignites. Together with the Special Fire Force, Shinra's fight continues as he uncovers the truth about the Great Cataclysm and the nature of Adolla Bursts, as well as the mysteries behind human combustion. ,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1673/107657.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1673/107657.jpg', 'path': 'full/073b20e6adcde74b5d0cca651ccc74d3c9b39b8d.jpg', 'checksum': '9135db9059603ebe632fbaa6430d0d8c', 'status': 'downloaded'}]",Action;Supernatural;Shounen,#940,7.75,Summer 2020,Enen no Shouboutai: Ni no Shou
"A 30-minute Inuyasha feature titled Kuroi Tessaiga screened on Takahashi Rumiko's picture exhibitions across Japan.,
,
In January 2010, this special ended up, slightly edited, as episode 15 of Inuyasha Kanketsu-hen.",https://cdn.myanimelist.net/images/anime/8/60877.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/8/60877.jpg', 'path': 'full/24820ed9b5a2afd76f8c5191159aff86e85d4895.jpg', 'checksum': 'd82c3d343b13e7b0d683173a36f356b7', 'status': 'downloaded'}]",Adventure;Comedy;Demons;Supernatural;Magic;Romance;Fantasy;Shounen,#944,7.75,,InuYasha: Kuroi Tessaiga
"Chino Kafuu returns to Rabbit House with a horrified look on her face. When questioned by her friends, she explains to them that she had just agreed to sing the solo section of a song for her class’ graduation ceremony. Although they congratulate their friend on her important role, Chino reveals that she has stage fright, but is determined to overcome it before the ceremony takes place.With the support of her friends and special training from Rize Tedeza, will Chino be able to overcome her stage fright?,
,
, is a wholesome and heart-warming short story featuring Chino and the other girls from the cafe.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1684/101030.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1684/101030.jpg', 'path': 'full/add48621f8af4aba4b3642085dd7765c9af1c6bb.jpg', 'checksum': '363e4ddc79e7bb978c0d60da28d3b691', 'status': 'downloaded'}]",Comedy;Slice of Life,#943,7.75,,Gochuumon wa Usagi Desu ka??: Sing for You
OVAs that come with the limited premium edition of volumes 16 and 20 of the manga series.,https://cdn.myanimelist.net/images/anime/6/60389.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/6/60389.jpg', 'path': 'full/1ac5faa5d6d6077cc82b81be148c54b86cd30823.jpg', 'checksum': 'ec9e15bbef6262c7f5375903789c7e5a', 'status': 'downloaded'}]",Comedy;Drama;Romance;Shounen Ai,#945,7.75,,Junjou Romantica OVA
"Having narrowly avoided the collision with the asteroid, the , sets a course for the Lem system in order to wipe out the Gauna nest.,
,
(Source: Polygon Pictures)",https://cdn.myanimelist.net/images/anime/11/72712.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/11/72712.jpg', 'path': 'full/e25cfbf9f074373222024fecfd04bbc44c1badff.jpg', 'checksum': '27fbf48ec827abc4949bb3000e170c9d', 'status': 'downloaded'}]",Action;Sci-Fi;Space;Mecha;Seinen,#935,7.75,Spring 2015,Sidonia no Kishi: Daikyuu Wakusei Seneki
"Taking place between the events of , and ,, , plays out the graduated seniors' last summer through four different stories before they set sail for the future.,
,
Unmei no Choice! (Destined Choice!) follows Haruka Nanase and Makoto Tachibana searching for a new apartment for Haruka as he settles into Tokyo. ,
,
Hitou no Cooling Down! (Cooling Down at the Secret Hot Spring!) sees Aiichiro Nitori choose a graduation gift for Rin Matsuoka and Sousuke Yamazaki, while Momotaro Mikoshiba wins tickets to the Anago Hot Springs. Hoping for a trip together, Aiichiro and Momotaro invite Rin and Sousuke. ,
,
Kessoku no Batafurai! (United Butterfly!) shows Rei Ryugazaki, Nagisa Hazuki, and Gou Matsuoka creating a recruitment video to attract new club members for the next school year. ,
,
Tabidachi no Etanaru Buru! (Departing Eternal Blue!) looks into the Iwatobi and Samezuka swim teams' plans for Rin's surprise going-away party, as he will be departing for Australia soon. ,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/6/87928.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/6/87928.jpg', 'path': 'full/3e2a4490fb8caefedabc9c34e7fe26c6578858c5.jpg', 'checksum': '93d8e61d2ed703499fadcbcaeb06fb22', 'status': 'downloaded'}]",School;Slice of Life;Sports,#941,7.75,,Free!: Take Your Marks
"Several months have passed since the infamous Ginza Incident, with tensions between the Empire and JSDF escalating in the vast and mysterious ""Special Region"" over peace negotiations. The greed and curiosity of the global powers have also begun to grow, as reports about the technological limitations of the magical realm's archaic civilizations come to light. ,
,
Meanwhile, Lieutenant Youji Itami and his merry band of female admirers struggle to navigate the complex political intrigue that plagues the Empire's court. Despite her best efforts, Princess Piña Co Lada faces difficulties attempting to convince her father that the JSDF has no intention of conquering their kingdom. Pressured from both sides of the Gate, Itami must consider even more drastic measures to fulfill his mission.,
,
[Written by MAL Rewrite] ",https://cdn.myanimelist.net/images/anime/8/77382.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/8/77382.jpg', 'path': 'full/45ecf6b7840f8f01fc96b9284e64d3ffde77cd6a.jpg', 'checksum': 'f5f094e189b0b4b5c01e5cc12068a5d7', 'status': 'downloaded'}]",Action;Military;Adventure;Fantasy,#942,7.75,Winter 2016,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season"
"Unbeknownst to most humans, a bizarre tournament is held to decide the next ruler of the Heavenly World. In this tournament, 100 Heavenly Beings known as the ""God Candidates"" are required to search among the middle school students on Earth, and transfer their powers to a student of their choice. The chosen ones will then battle each other, representing their God Candidates. The victor of this tournament will be awarded the ""Blank Talent""—allowing them to choose any one unique ability they so desire—while the God Candidate they represent will obtain the position of ""God"" and become the king of the Heavenly World.  ,
,
Participating in this grand tournament is Kousuke Ueki, a middle school student who is given the power to turn trash into trees by his homeroom teacher, Kobayashi. Despite the concerns of his classmate, Ai Mori, Ueki embarks on a journey to pursue his own sense of justice after witnessing the people around him misusing their powers for selfish purposes. But as he encounters talented power users such as Seiichirou Sano, Rinko Jerrard, Robert Haydn, and Hideyoshi Soya, he realizes that achieving his goal might be harder than it seems.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/8/20596.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/8/20596.jpg', 'path': 'full/d7378f704fdc6913a7f3ff0a46685d079879f69e.jpg', 'checksum': 'ee75b869065f373a1b21b222a84995c5', 'status': 'downloaded'}]",Action;Adventure;Comedy;Super Power;Supernatural;Drama;Shounen,#939,7.75,Spring 2005,Ueki no Housoku
"At Tootsuki Culinary Academy, a heated eight-on-eight Shokugeki known as the Régiment de Cuisine rages on between Central and the rebel forces led by Souma Yukihira and Erina Nakiri. Though they won a stunning perfect victory in the first bout, the rebels face an uphill battle ahead, as they must now face off against the rest of the Elite Ten Council. With the future of Tootsuki at stake, Souma and Erina must push far beyond the limits of their abilities, using everything they learned from their mentors and ultimately drawing from their experiences cooking together as friends.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1072/110175.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1072/110175.jpg', 'path': 'full/9ab6b37af7fabcfe92a70f9fa023f415a46792de.jpg', 'checksum': '6bf480732f1fb775f42eedbc8e1cb24b', 'status': 'downloaded'}]",Ecchi;School;Shounen,#934,7.75,Fall 2019,Shokugeki no Souma: Shin no Sara
"Kyuu is your average boy with a knack for logic and reasoning. Desiring to become a detective, he finds out about the existence of the Dan Detective School (DDS); a famed school where students are allowed to bear arms. Together with Megu, a girl with photographic memory, the martial arts master Kinta, the genius programmer Kazuma and the mysterious Ryuu, Kyuu tackles many well planned out crimes, always seeking the truth.",https://cdn.myanimelist.net/images/anime/1/407.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/1/407.jpg', 'path': 'full/70b9fb6edd7fe621eb42948bf0ce432b8b1aa763.jpg', 'checksum': '172b6f0d2cdf8e3eab67eb5c0a418aec', 'status': 'downloaded'}]",Comedy;Drama;Mystery;Police;Shounen,#937,7.75,Spring 2003,Tantei Gakuen Q
"Taking a break from the hustle and bustle of Tokyo, Souta Tawara returns to his hometown in Kagawa. Though his parents are no longer around, his former home and family-owned udon restaurant reminds him of the times his family was still together. Reminiscing about his childhood, Souta enters the udon restaurant and discovers a grimy young boy sleeping.,
,
At first, Souta thinks nothing of the chance encounter and provides the boy with food and clothing. However, to his surprise, the boy suddenly sprouts a furry pair of ears and a tail! Souta soon learns that the nameless boy is actually the rumored shapeshifting tanuki that has been inhabiting Kagawa for many years. Thinking that the boy has been living a lonely life, he decides to take him in and name him Poko.,
,
, follows the heartwarming relationship between Souta and Poko, and through the time they spend together, Souta recalls his own past, the place he left behind for the city, and the relationship he had with his father.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/10/82343.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/10/82343.jpg', 'path': 'full/55d6101e632adddae473d2be6095a52fea524a45.jpg', 'checksum': '2d33abd4dbdd3ae9b30d628a61807f28', 'status': 'downloaded'}]",Slice of Life;Fantasy;Seinen,#938,7.75,Fall 2016,Udon no Kuni no Kiniro Kemari
